Method,Initialization,Target_Month,Lead_Month,NINO3.4,AUC,SEDI,BSS,Accuracy,CSI,BrS,RMSE,MHW_Intensity_Error_C,Observed_MHW_Intensity_RMSE_C,BrS_Reference,hits,misses,false_alarms,correct_negatives
NMME ensemble mean,2021-10,2022-01,3,-0.6233463287353516,0.6557582781670969,0.3004991412162781,-0.1425223689893586,0.6290170803119796,0.3408354059991312,0.3709829196880204,0.5094983489812454,0.222604485955525,0.5094983489812454,0.3247051696818688,4578.225797712803,4810.493449032307,4043.646396994591,10434.339199364184
NMME ensemble mean,2021-10,2022-02,4,-0.6330375671386719,0.677675111595415,0.314422994852066,-0.260529754390161,0.6601565202883076,0.3045764070571852,0.3398434797116923,0.5417172880630793,0.2755750243751603,0.5417172880630793,0.2696036952147211,3552.3704019784927,4192.485560357571,3918.4584627747536,12203.390417993069
NMME ensemble mean,2021-10,2022-03,5,-0.6721267700195312,0.6878492975073914,0.35338294506073,-0.274032906527222,0.6703108607724362,0.3194430337762182,0.3296891392275639,0.5657237724555868,0.1985011717438356,0.5657237724555868,0.2587759998493567,3693.397414624691,3728.431785941124,4140.161589980125,12304.714052557943
NMME ensemble mean,2021-10,2022-04,6,-0.8203334808349609,0.6511990824021646,0.2040224075317382,-0.3411373184573429,0.6126837332784981,0.2774203586807052,0.3873162667215019,0.5417392795930134,0.2803914193254539,0.5417392795930134,0.2887968751529608,3549.039288759232,4768.414124310017,4475.54889446497,11073.702535569668
NMME ensemble mean,2021-10,2022-05,7,-0.8573017120361328,0.6870174189274967,0.2779398262500763,-0.2839284175700554,0.6465865291122087,0.2925445490730115,0.3534134708877913,0.6992472224201788,0.3646271820349206,0.6992472224201788,0.2752594817993487,3487.9357373714447,4425.651461303234,4009.163535952568,11943.95410847664
NMME ensemble mean,2021-10,2022-06,8,-0.5397987365722656,0.597577193957433,0.093028575181961,-0.4594026604557124,0.5944728079218485,0.2179432781288517,0.4055271920781515,0.6800117047407245,0.3034012052486556,0.6800117047407245,0.2778720383800875,2697.228056550026,5294.300538122654,4384.297261059284,11490.878987371922
NMME ensemble mean,2021-10,2022-07,9,-0.4974517822265625,0.6016843282305127,0.1514748632907867,-0.3215429920308457,0.6360938349678444,0.2042473233181223,0.3639061650321556,0.518496796975224,0.2060711080821343,0.518496796975224,0.2753646057877637,2229.2570104002957,5687.466392278671,2997.7746391296387,12952.20680129528
NMME ensemble mean,2021-11,2021-12,1,-0.9901466369628906,0.7354010473747056,0.4435739517211914,-0.1251938604973135,0.6962515875309296,0.3686805456848258,0.3037484124690703,0.4440297211994538,0.1420491887764291,0.4440297211994538,0.2699520706012558,4233.577634811401,3521.6715431809425,3727.802163779736,12383.653501331806
NMME ensemble mean,2021-11,2022-01,2,-0.6233463287353516,0.6755936491469647,0.3076650202274322,-0.1343559124157929,0.6316687709793989,0.3434220112289436,0.3683312290206011,0.4953441372690107,0.2429431269746224,0.4953441372690107,0.3247051696818688,4598.040713727474,4790.678533017635,4000.174194514752,10477.811401844025
NMME ensemble mean,2021-11,2022-02,3,-0.6330375671386719,0.6876426504811127,0.336661696434021,-0.2633388758049504,0.6593991707745737,0.3210928972912235,0.3406008292254263,0.512374259437719,0.28699219007671,0.512374259437719,0.2696036952147211,3844.6650510430336,3900.19091129303,4228.828549146652,11893.02033162117
NMME ensemble mean,2021-11,2022-03,4,-0.6721267700195312,0.7070762908921572,0.3952953219413757,-0.2226449703276782,0.6836088253426681,0.3381419009821907,0.3163911746573319,0.5442865071912739,0.2075887391931002,0.5442865071912739,0.2587759998493567,3857.8996379971504,3563.929562568665,3987.2852179408073,12457.590424597263
NMME ensemble mean,2021-11,2022-04,5,-0.8203334808349609,0.6799894606306579,0.2805640697479248,-0.249993527818336,0.6390057752046389,0.3051084349029355,0.3609942247953611,0.5025766269181654,0.1707609758503027,0.5025766269181654,0.2887968751529608,3782.943809211254,4534.509603857994,4081.233009397984,11468.018420636654
NMME ensemble mean,2021-11,2022-05,6,-0.8573017120361328,0.6969623483858153,0.3333040475845337,-0.2239985826654225,0.6630827844123786,0.3170087975031879,0.3369172155876215,0.5425956656655229,0.145637637603877,0.5425956656655229,0.2752594817993487,3732.259827375412,4181.327371299267,3859.776369690895,12093.341274738312
NMME ensemble mean,2021-11,2022-06,7,-0.5397987365722656,0.6241961820142757,0.1888244748115539,-0.3562214245087425,0.6231439882770097,0.2527576490847025,0.3768560117229902,0.5892184447888451,0.1874261039504206,0.5892184447888451,0.2778720383800875,3042.360957324505,4949.167637348175,4045.143562793732,11830.032685637474
NMME ensemble mean,2021-11,2022-07,8,-0.4974517822265625,0.6338162646993748,0.23284412920475,-0.3231490248973687,0.6356515903606721,0.2709856155234601,0.3643484096393279,0.5268290606419481,0.0741605511067342,0.5268290606419481,0.2753646057877637,3232.358193397522,4684.365209281445,4011.430743634701,11938.550696790218
NMME ensemble mean,2021-11,2022-08,9,-0.7752037048339844,0.5526932213120559,0.0982596054673194,-0.2877224347167646,0.6023381176428977,0.1845410815435309,0.3976618823571022,0.5162349000629343,0.0981478980881196,0.5162349000629343,0.3088102463979889,2147.817620277405,6766.702323317528,2724.176450252533,12228.00844925642
NMME ensemble mean,2021-12,2022-01,1,-0.6233463287353516,0.723939371429285,0.4283307492733001,-0.0135658715236275,0.6708899217031693,0.4036290859382525,0.3291100782968307,0.4616694618348314,0.1467786464735958,0.4616694618348314,0.3247051696818688,5316.179598450661,4072.539648294449,3782.23345130682,10695.752145051956
NMME ensemble mean,2021-12,2022-02,2,-0.6330375671386719,0.7070435415762125,0.3941814005374908,-0.2107456821180409,0.673578490135708,0.3497170662999495,0.3264215098642919,0.4961410901553394,0.2433314516281376,0.4961410901553394,0.2696036952147211,4189.726770460606,3555.1291918754578,4235.476638495922,11886.3722422719
NMME ensemble mean,2021-12,2022-03,3,-0.6721267700195312,0.7108966709366484,0.4112222492694855,-0.2068657360551902,0.6876921124683884,0.346158324745976,0.3123078875316116,0.5308748599879288,0.212538672100713,0.5308748599879288,0.2587759998493567,3946.186411499977,3475.642789065838,3978.117382824421,12466.75825971365
NMME ensemble mean,2021-12,2022-04,4,-0.8203334808349609,0.69350925911212,0.3568843603134155,-0.1919231468486215,0.6557763197676344,0.3466885822873501,0.3442236802323655,0.4886344613983294,0.1245506667502404,0.4886344613983294,0.2887968751529608,4359.658750712872,3957.7946623563766,4257.690313756466,11291.561116278172
NMME ensemble mean,2021-12,2022-05,5,-0.8573017120361328,0.6570405277117041,0.3256943821907043,-0.2542682571540613,0.6547507694984008,0.3194978709059195,0.3452492305015991,0.5072062515404503,0.0444239810952273,0.5072062515404503,0.2752594817993487,3868.687601685524,4044.899596989155,4195.061884701252,11758.055759727957
NMME ensemble mean,2021-12,2022-06,6,-0.5397987365722656,0.6373519421145531,0.2755340933799743,-0.2522492706808386,0.6520349425959374,0.2842064516877046,0.3479650574040626,0.4952090975860591,0.0466436885846964,0.4952090975860591,0.2778720383800875,3297.419861316681,4694.108733355999,3610.670587420464,12264.505661010742
NMME ensemble mean,2021-12,2022-07,7,-0.4974517822265625,0.6354734913198532,0.2625563442707062,-0.2757175679485353,0.6487125348053269,0.278163424239046,0.3512874651946731,0.5013829115465235,-0.0259858980875837,0.5013829115465235,0.2753646057877637,3230.8459835648537,4685.877419114113,3698.19682776928,12251.78461265564
NMME ensemble mean,2021-12,2022-08,8,-0.7752037048339844,0.5873187913409442,0.1543575972318649,-0.2750925220417837,0.6062383640880437,0.236816314500124,0.3937616359119563,0.4969545062654683,-0.0166907634170506,0.4969545062654683,0.3088102463979889,2916.140221655369,5998.379721939564,3399.413020908833,11552.77187860012
NMME ensemble mean,2021-12,2022-09,9,-0.9000015258789062,0.6130550129639377,0.1375645697116851,-0.2102700771933932,0.5994185146843539,0.1951702569172327,0.4005814853156461,0.4902897383244487,0.079382909805536,0.4902897383244487,0.3309852014556878,2318.4244646430016,7257.649363040924,2302.9107125997543,11987.720302820206
NMME ensemble mean,2022-01,2022-02,1,-0.6330375671386719,0.7405490129151089,0.4925935268402099,-0.0651983050845359,0.7128186008127512,0.3934844329842514,0.2871813991872488,0.4260804403686472,0.138211117431765,0.4260804403686472,0.2696036952147211,4446.664597809315,3298.1913645267487,3555.882326304913,12565.96655446291
NMME ensemble mean,2022-01,2022-03,2,-0.6721267700195312,0.7278539643811541,0.4389772117137909,-0.1589531321440307,0.7000907444508849,0.3572794598016714,0.2999092555491151,0.486441992066959,0.1671152810740314,0.486441992066959,0.2587759998493567,3978.947425246239,3442.8817753195763,3714.96390658617,12729.9117359519
NMME ensemble mean,2022-01,2022-04,3,-0.8203334808349609,0.6698475235817806,0.333696037530899,-0.2190026934250111,0.6479558313358141,0.336831804918578,0.3520441686641859,0.4728162765898435,0.1496301404378727,0.4728162765898435,0.2887968751529608,4267.553948938847,4049.8994641304016,4352.2348011136055,11197.016628921032
NMME ensemble mean,2022-01,2022-05,4,-0.8573017120361328,0.61253168402541,0.2536967694759369,-0.4082261962647326,0.6123723869599017,0.306862086786496,0.3876276130400983,0.495844321101237,0.0591458441147108,0.495844321101237,0.2752594817993487,4095.7246199846263,3817.862578690052,5433.53125077486,10519.586393654346
NMME ensemble mean,2022-01,2022-06,5,-0.5397987365722656,0.6282455621696507,0.3155104219913482,-0.2744691481229879,0.6458606599585317,0.3212943312531007,0.3541393400414683,0.4804029416293305,0.0370787251820028,0.4804029416293305,0.2778720383800875,4001.18122702837,3990.34736764431,4461.791734457016,11413.38451397419
NMME ensemble mean,2022-01,2022-07,6,-0.4974517822265625,0.6010800593692298,0.2701998651027679,-0.2858436528010204,0.6459241694417489,0.2874375933263463,0.3540758305582511,0.5177231815165844,-0.0359051808771173,0.5177231815165844,0.2753646057877637,3408.8618936538696,4507.861509025097,3942.761830985546,12007.219609439371
NMME ensemble mean,2022-01,2022-08,7,-0.7752037048339844,0.5707482961105368,0.2094232589006424,-0.2166716567026798,0.624279325908196,0.2552693951557871,0.3757206740918039,0.5022593982879838,-0.0269176207980435,0.5022593982879838,0.3088102463979889,3073.6690413951874,5840.850902199745,3126.3635298013687,11825.821369707584
NMME ensemble mean,2022-01,2022-09,8,-0.9000015258789062,0.641462275780695,0.243640586733818,-0.1389298708861894,0.6230310672408341,0.2754649198140219,0.3769689327591659,0.4741301729353568,0.0152370151672992,0.4741301729353568,0.3309852014556878,3420.6205798387527,6155.453247845173,2841.553005337715,11449.078010082245
NMME ensemble mean,2022-01,2022-10,9,-0.8182811737060547,0.6402229839675582,0.2619993090629577,-0.1337678979964405,0.6435292479408271,0.2579948900563222,0.3564707520591729,0.4807919338774086,0.261128618765888,0.4807919338774086,0.3144124583956884,2958.1525925397877,6123.500276327133,2384.281948268413,12400.770025968552
NMME ensemble mean,2022-02,2022-03,1,-0.6721267700195312,0.7800718173390893,0.5607919692993164,0.0594252711169458,0.7566018341002501,0.4136337769453584,0.2433981658997499,0.3950770066000858,0.1076036652835888,0.3950770066000858,0.2587759998493567,4097.857139885426,3323.9720606803894,2485.1401242017746,13959.735518336296
NMME ensemble mean,2022-02,2022-04,2,-0.8203334808349609,0.6967206816547431,0.3972999453544616,-0.137271981152889,0.6715594056440287,0.3626105854993978,0.3284405943559713,0.4074062763183727,0.0874796389670529,0.4074062763183727,0.2887968751529608,4459.487214267254,3857.9661988019934,3980.828525185585,11568.422904849052
NMME ensemble mean,2022-02,2022-05,3,-0.8573017120361328,0.6264450603064419,0.2881833016872406,-0.3697788031994267,0.6229553964515937,0.3202306444701425,0.3770446035484062,0.4812322320165996,0.0857896717643787,0.4812322320165996,0.2752594817993487,4239.225301682949,3674.3618969917297,5324.450368583202,10628.667275846004
NMME ensemble mean,2022-02,2022-06,4,-0.5397987365722656,0.6203182260581452,0.2787378132343292,-0.3799212344485529,0.616558473779814,0.3206477819934357,0.383441526220186,0.4827289582481446,0.0852684414349972,0.4827289582481446,0.2778720383800875,4319.414176881313,3672.114417791367,5479.371313095093,10395.804935336111
NMME ensemble mean,2022-02,2022-07,5,-0.4974517822265625,0.5718918958332678,0.2357170581817627,-0.4067410159043994,0.6126333147100068,0.2955331949204747,0.3873666852899932,0.5378623143340343,0.0060287443488468,0.5378623143340343,0.2753646057877637,3878.4702522158623,4038.253150463104,5206.9131934046745,10743.068247020245
NMME ensemble mean,2022-02,2022-08,6,-0.7752037048339844,0.5348524659730549,0.216117262840271,-0.2294304854648168,0.6203392688544108,0.271874589954443,0.3796607311455892,0.5092386741995901,-0.016231210540374,0.5092386741995901,0.3088102463979889,3383.37841296196,5531.141530632973,3530.1090801358223,11422.07581937313
NMME ensemble mean,2022-02,2022-09,7,-0.9000015258789062,0.615866816822168,0.2569787800312042,-0.1180832260561512,0.6299309981795794,0.268496406488322,0.3700690018204206,0.4785971591112586,-0.0070225451278285,0.4785971591112586,0.3309852014556878,3241.881861925125,6334.1919657588005,2498.135672271252,11792.495343148708
NMME ensemble mean,2022-02,2022-10,8,-0.8182811737060547,0.6442300329334018,0.2742213606834411,-0.1437360106435201,0.6403951491378935,0.2869551393600959,0.3596048508621064,0.49790201906295,0.1902348672055371,0.49790201906295,0.3144124583956884,3453.9429278969765,5627.709940969944,2954.872894704342,11830.179079532623
NMME ensemble mean,2022-02,2022-11,9,-0.8502521514892578,0.6668250652858703,0.4044172465801239,-0.0723352116580691,0.6960548066522838,0.3370941613036992,0.3039451933477162,0.7475199424363028,0.5014645256161803,0.7475199424363028,0.2834423322514507,3688.8171485066414,4468.892145812511,2785.278072297573,12923.71747648716
NMME ensemble mean,2022-03,2022-04,1,-0.8203334808349609,0.7338018027445319,0.4778111577033996,-0.0093089904382226,0.7085147174976517,0.3924528819774981,0.2914852825023483,0.3623039686438942,0.0460655957176506,0.3623039686438942,0.2887968751529608,4493.830126225948,3823.6232868433,3133.1699167490005,12416.081513285637
NMME ensemble mean,2022-03,2022-05,2,-0.8573017120361328,0.6636998373895576,0.3475523889064789,-0.2891218775468767,0.6451569800102432,0.34183025536732,0.3548430199897567,0.4568846565878424,0.095207781239807,0.4568846565878424,0.2752594817993487,4398.466758608818,3515.1204400658607,4953.813183665276,10999.304460763931
NMME ensemble mean,2022-03,2022-06,3,-0.5397987365722656,0.6310967863973733,0.2810566127300262,-0.3915841708255807,0.613317669875232,0.324316717688638,0.386682330124768,0.5101505847626268,0.1680071545912755,0.5101505847626268,0.2778720383800875,4429.686094582081,3561.842500090599,5666.990541040897,10208.185707390308
NMME ensemble mean,2022-03,2022-07,4,-0.4974517822265625,0.5593482952890027,0.1770852208137512,-0.5297301421507683,0.5787664624449939,0.286695701076118,0.4212335375550061,0.5932978673320319,0.1304210592528693,0.5932978673320319,0.2753646057877637,4040.747780382633,3875.975622296333,6177.480888545513,9772.500551879406
NMME ensemble mean,2022-03,2022-08,5,-0.7752037048339844,0.5053891242695426,0.122265338897705,-0.3889197607005346,0.5710873464710321,0.2706255500236258,0.4289126535289678,0.5351478277513237,0.0712964742428011,0.5351478277513237,0.3088102463979889,3798.215235352516,5116.304708242416,5120.42699700594,9831.757902503014
NMME ensemble mean,2022-03,2022-09,6,-0.9000015258789062,0.5497568344439423,0.2329626679420471,-0.1461371992177322,0.6206455482210611,0.2669082505273972,0.3793544517789389,0.4931437668937932,0.014278763369133,0.4931437668937932,0.3309852014556878,3296.4106917977333,6279.663135886192,2774.277595639229,11516.353419780731
NMME ensemble mean,2022-03,2022-10,7,-0.8182811737060547,0.6421651688893787,0.2575690448284149,-0.1490535337237533,0.6387232536336617,0.2688824382783473,0.3612767463663383,0.4709084355743929,0.0746838580272519,0.4709084355743929,0.3144124583956884,3171.0836111307144,5910.569257736206,2711.916214466095,12073.13575977087
NMME ensemble mean,2022-03,2022-11,8,-0.8502521514892578,0.690672652420172,0.4432071149349212,-0.0500829765377888,0.7023620320725836,0.3664682110910051,0.2976379679274163,0.6983900030621084,0.3194353713579014,0.6983900030621084,0.2834423322514507,4109.118727207184,4048.590567111969,3055.046963512897,12653.948585271835
NMME ensemble mean,2022-03,2022-12,9,-0.7076034545898438,0.6280051606869214,0.2589474618434906,-0.3089003739991351,0.6481376547549647,0.2760867318526653,0.3518623452450354,1.0104583008109331,0.7760358311738176,1.0104583008109331,0.2688228624841602,3202.7589579820637,4518.802123963833,3878.992615401745,12266.151145756245
