Method,Initialization,Target_Month,Lead_Month,NINO3.4,AUC,SEDI,BSS,Accuracy,CSI,BrS,RMSE,MHW_Intensity_Error_C,Observed_MHW_Intensity_RMSE_C,BrS_Reference,hits,misses,false_alarms,correct_negatives
NMME ensemble mean,1993-06,1993-09,3,0.3081226348876953,0.5738031437261748,0.1858036369085312,-0.7453245425208981,0.9003700106864292,0.0686879789493537,0.0996299893135708,0.3684442714023404,0.1072608970461568,0.3684442714023404,0.0570839330372723,175.3751580119133,1229.2977578043938,1148.541790664196,21313.490136623383
NMME ensemble mean,1993-06,1993-10,4,0.2461605072021484,0.5835110498096057,0.1554513424634933,-0.7305991838661658,0.9008584000211012,0.0601020931997088,0.0991415999788987,0.2845353831043229,0.160659655118421,0.2845353831043229,0.0572874417734416,151.3064008951187,1259.4378685951233,1106.7454357743263,21349.21513783932
NMME ensemble mean,1993-06,1993-11,5,0.2470855712890625,0.6033400241194387,0.3873540759086609,-0.4000829749180017,0.905609273085695,0.1487205880575955,0.0943907269143049,0.2584800592649974,0.1862364300009454,0.2584800592649974,0.0674179520823279,393.5688853263855,1319.4027584791183,933.3928607106208,21220.34033858776
NMME ensemble mean,1993-06,1993-12,6,0.3327560424804687,0.7145884906764122,0.4668198227882385,-0.9066140453125424,0.9162526106536264,0.141608980727093,0.0837473893463737,0.275994582455985,0.192947850415493,0.275994582455985,0.0439246682107837,329.73828250169754,682.3492713570595,1316.4249515533447,21538.192337691784
NMME ensemble mean,1993-06,1994-01,7,0.3303146362304687,0.6339671369665093,-0.0386663004755973,-2.075019034550189,0.8684016071918246,0.0249512743490812,0.1315983928081754,0.3203271981616109,0.2318844813053658,0.3203271981616109,0.042795960392299,80.37286692857742,898.04151648283,2242.7784824967384,20645.51197719574
NMME ensemble mean,1993-06,1994-02,8,0.0228004455566406,0.6862617639997222,0.007761700078845,-2.756544467904712,0.8632379228434469,0.0269587814426245,0.1367620771565531,0.261061240607607,0.3443382443357264,0.261061240607607,0.0364063511892446,90.43304842710496,697.357688844204,2566.70244038105,20512.211665451527
NMME ensemble mean,1993-06,1994-03,9,0.147674560546875,0.5826663593638944,-0.2293346375226974,-1.925172218575411,0.8732375621203515,0.0073912876479637,0.1267624378796484,0.2260578424816743,0.3852938997704178,0.2260578424816743,0.0433350341134386,22.528126001358032,971.968649148941,2053.43304091692,20818.775027036667
NMME ensemble mean,1993-07,1993-08,1,0.1855812072753906,0.5620632169635302,0.1987272053956985,-0.4593374142097,0.9131109082723068,0.0658690251211901,0.0868890917276931,0.2607969712090129,0.0956451425747606,0.2607969712090129,0.0595400973631226,146.22821629047394,1331.7203857898712,742.03592056036,21646.72032046318
NMME ensemble mean,1993-07,1993-09,2,0.3081226348876953,0.6015147255619205,0.2456010282039642,-0.4676305245180925,0.9162218774149524,0.0800037664779583,0.0837781225850476,0.3650748171248967,0.0858001620145851,0.3650748171248967,0.0570839330372723,173.87913471460342,1230.7937811017036,768.7139429450035,21693.31798434257
NMME ensemble mean,1993-07,1993-10,3,0.2461605072021484,0.6016979464911257,0.2375042736530304,-0.5236954904637026,0.912711383309605,0.0793779367402987,0.087288616690395,0.2885982078386652,0.1305019630914334,0.2885982078386652,0.0572874417734416,179.62571120262146,1231.1185582876203,852.1730924248695,21603.78748118877
NMME ensemble mean,1993-07,1993-11,4,0.2470855712890625,0.6153955641299067,0.4316050410270691,-0.2116924195593172,0.91831017851963,0.1651333531297875,0.08168982148037,0.2714280835926702,0.234062581502211,0.2714280835926702,0.0674179520823279,385.63646894693375,1327.33517485857,622.3316830992699,21531.401516199112
NMME ensemble mean,1993-07,1993-12,5,0.3327560424804687,0.7018969711884235,0.3349283635616302,-0.8577260265794402,0.9184000006559604,0.098785014698725,0.0815999993440396,0.2977843903434148,0.2382495624945674,0.2977843903434148,0.0439246682107837,213.4741445183754,798.6134093403816,1148.9096902012825,21705.70759904385
NMME ensemble mean,1993-07,1994-01,6,0.3303146362304687,0.5916692955768783,-0.158403068780899,-1.9287682220969384,0.8746605511689154,0.0121561607851406,0.1253394488310845,0.3287763862519045,0.2693903766306925,0.3287763862519045,0.042795960392299,36.81191265583038,941.6024707555772,2049.837159693241,20838.45329999924
NMME ensemble mean,1993-07,1994-02,7,0.0228004455566406,0.6138549317206703,-0.1966824680566787,-2.694313540771128,0.8655035238315044,0.0091084300311446,0.1344964761684955,0.2604610319566775,0.3805520073808834,0.2604610319566775,0.0364063511892446,29.5067081451416,758.2840291261673,2451.703670024872,20627.210435807705
NMME ensemble mean,1993-07,1994-03,8,0.147674560546875,0.6653912800223987,-0.1581835299730301,-1.950252618065224,0.8721507021528818,0.0125185029432231,0.1278492978471181,0.2358235649458355,0.3647314823696094,0.2358235649458355,0.0433350341134386,38.68247365951538,955.8143014907836,2095.527154624462,20776.680913329124
NMME ensemble mean,1993-07,1994-04,9,0.2766742706298828,0.6499971366847156,0.037173643708229,-1.199782066353436,0.8812443696111648,0.0386172459919385,0.1187556303888351,0.3039057488104766,0.3021986778301767,0.3039057488104766,0.0539851798072413,113.84963512420654,1198.3769947886467,1635.9285841584206,20918.54962903261
NMME ensemble mean,1993-08,1993-09,1,0.3081226348876953,0.606014278833371,0.1806871443986892,-0.3960028638124104,0.920310666002292,0.0553671562968245,0.079689333997708,0.3462190468441068,0.0202413658745455,0.3462190468441068,0.0570839330372723,111.47611796855928,1293.1967978477478,608.7250158190727,21853.306911468502
NMME ensemble mean,1993-08,1993-10,2,0.2461605072021484,0.6098468091015948,0.1881265789270401,-0.4782899933293543,0.9153125480828832,0.0616642782590097,0.0846874519171169,0.2742640849422225,0.0963411030321505,0.2742640849422225,0.0572874417734416,132.8271734714508,1277.9170960187912,743.29332280159,21712.667250812054
NMME ensemble mean,1993-08,1993-11,3,0.2470855712890625,0.6168491789475505,0.3884860575199127,-0.2584405643000724,0.91515851433756,0.1432887260106272,0.08484148566244,0.271985593555265,0.1850700663632463,0.271985593555265,0.0674179520823279,338.67119985818863,1374.3004439473152,650.5862528085709,21503.14694648981
NMME ensemble mean,1993-08,1993-12,4,0.3327560424804687,0.7096082289824087,0.3850408792495727,-0.7360624754563181,0.9237440317723892,0.1162364136021846,0.0762559682276107,0.2526101247444487,0.2285696867245717,0.2526101247444487,0.0439246682107837,239.37147736549375,772.7160764932632,1047.26260972023,21807.3546795249
NMME ensemble mean,1993-08,1994-01,5,0.3303146362304687,0.6266439131707275,-0.0061945007182657,-1.6799535042971927,0.8853088159768944,0.0270598768978111,0.1146911840231056,0.3348524166953976,0.2331096314083577,0.3348524166953976,0.042795960392299,76.13111692667007,902.2832664847374,1835.017370700836,21053.27308899164
NMME ensemble mean,1993-08,1994-02,6,0.0228004455566406,0.6644527413987715,-0.0147117022424936,-2.378746201908116,0.8769921791940066,0.023582441853428,0.1230078208059933,0.2563078501038858,0.3372601192809227,0.2563078501038858,0.0364063511892446,70.9052477478981,716.8854895234108,2218.905863046646,20860.00824278593
NMME ensemble mean,1993-08,1994-03,7,0.147674560546875,0.6981080340763114,-0.1679123640060424,-1.9260264672519571,0.8732005432248121,0.0116238709497725,0.1267994567751879,0.2335988514012519,0.3263714659821646,0.2335988514012519,0.0433350341134386,35.590852200984955,958.905922949314,2067.379286170006,20804.82878178358
NMME ensemble mean,1993-08,1994-04,8,0.2766742706298828,0.7020160151122219,0.2534526288509369,-1.1267877051652515,0.8851849833248236,0.0882705641452606,0.1148150166751763,0.265619660117501,0.2277811184945521,0.265619660117501,0.0539851798072413,265.30234038829803,1046.9242895245552,1693.331825017929,20861.146388173103
NMME ensemble mean,1993-08,1994-05,9,0.2557277679443359,0.5769679117129152,0.0394065342843532,-0.7189197175428794,0.8753458238404559,0.0417350726888946,0.124654176159544,0.3016578188227997,0.2731411894585931,0.3016578188227997,0.0725189052678572,129.5731080174446,1735.577215909958,1239.5072139501572,20762.04730522633
NMME ensemble mean,1993-09,1993-10,1,0.2461605072021484,0.6854765993899454,0.3952325582504272,-0.2970904426976304,0.9256930067890718,0.137647955593468,0.0743069932109282,0.2447745103799411,0.0779276255224196,0.2447745103799411,0.0572874417734416,283.0787822008133,1127.6654872894287,645.797587454319,21810.162986159325
NMME ensemble mean,1993-09,1993-11,2,0.2470855712890625,0.6561068753560114,0.4140572845935821,-0.2634738777771219,0.9148191786507488,0.1578578344337546,0.085180821349251,0.2572789333691704,0.1858742412779528,0.2572789333691704,0.0674179520823279,381.0789970755577,1331.892646729946,701.0928747057915,21452.64032459259
NMME ensemble mean,1993-09,1993-12,3,0.3327560424804687,0.6944132277485935,0.3102087378501892,-1.060235858433353,0.9095048234823556,0.0905650173676814,0.0904951765176443,0.2737750255996295,0.2452992554587752,0.2737750255996295,0.0439246682107837,215.08331060409543,797.0042432546616,1362.817424416542,21491.799864828587
NMME ensemble mean,1993-09,1994-01,4,0.3303146362304687,0.5506760913414074,-0.2604314088821411,-2.347229623268856,0.8567520936186561,0.0068452166643562,0.1432479063813439,0.3387555024791359,0.2593696209447679,0.3387555024791359,0.042795960392299,23.564108073711395,954.850275337696,2464.0052256584167,20424.28523403406
NMME ensemble mean,1993-09,1994-02,5,0.0228004455566406,0.5980767065042183,-0.1679570972919464,-3.093078573293629,0.8509859440154998,0.0119923773738183,0.1490140559845003,0.2787215986505046,0.3595692109453288,0.2787215986505046,0.0364063511892446,43.16827446222305,744.6224628090858,2811.8520288467407,20267.06207698584
NMME ensemble mean,1993-09,1994-03,6,0.147674560546875,0.636479342273574,-0.1896312981843948,-2.474478828121825,0.8494333414569204,0.0121703403391252,0.1505666585430796,0.2363840753072159,0.3418264659475657,0.2363840753072159,0.0433350341134386,44.27330428361893,950.22347086668,2643.3065277934074,20228.90154016018
NMME ensemble mean,1993-09,1994-04,7,0.2766742706298828,0.6652052498109444,0.0888213813304901,-1.6026644359357194,0.8594946924480978,0.0521911216634502,0.1405053075519022,0.2871372821670802,0.2441630471177995,0.2871372821670802,0.0539851798072413,184.65499085187912,1127.571639060974,2225.8270651698112,20328.65114802122
NMME ensemble mean,1993-09,1994-05,8,0.2557277679443359,0.6012040577340905,0.0864512249827385,-0.8467196973734041,0.866077909209892,0.0571374975439295,0.1339220907901079,0.3045334097993632,0.2065687887700628,0.3045334097993632,0.0725189052678572,193.69460952281952,1671.455714404583,1524.823298454285,20476.7312207222
NMME ensemble mean,1993-09,1994-06,9,0.2959613800048828,0.6305456998378953,0.0295236967504024,-1.899642124140354,0.9097331739280908,0.0224477515166087,0.0902668260719092,0.1831737917940707,0.4241669467473739,0.1831737917940707,0.0311303334023229,49.471320390701294,580.9179677963257,1573.4537271857262,21662.861827731133
NMME ensemble mean,1993-10,1993-11,1,0.2470855712890625,0.7086136419740995,0.5180731415748596,-0.2499164459450642,0.915733192940362,0.2177702171192811,0.0842668070596379,0.2327584458802187,0.1235818348828615,0.2327584458802187,0.0674179520823279,559.9034421443939,1153.06820166111,858.1028105020523,21295.63038879633
NMME ensemble mean,1993-10,1993-12,2,0.3327560424804687,0.6944797408818202,0.3068663477897644,-1.1932372552379178,0.9036627812561444,0.0890184354047378,0.0963372187438556,0.2904238413472962,0.2165548656200107,0.2904238413472962,0.0439246682107837,224.67613011598587,787.4114237427711,1511.840541422367,21342.77674782276
NMME ensemble mean,1993-10,1994-01,3,0.3303146362304687,0.5801382093961633,-0.2732528448104858,-2.382464687982463,0.8552441751847525,0.0062667217637211,0.1447558248152475,0.3353236742913724,0.2849462850295929,0.3353236742913724,0.042795960392299,21.78708308935165,956.6273003220558,2498.21724486351,20390.073214828968
NMME ensemble mean,1993-10,1994-02,4,0.0228004455566406,0.6273326456049808,-0.1643982082605362,-3.148483307780418,0.8489688597942268,0.012377879860164,0.1510311402057732,0.2749091985302435,0.3600798069752713,0.2749091985302435,0.0364063511892446,45.17669105529785,742.614046216011,2862.00159919262,20216.91250663996
NMME ensemble mean,1993-10,1994-03,5,0.147674560546875,0.6607762105331698,-0.1880274564027786,-2.5224828989471137,0.8473530834101226,0.0124751450005807,0.1526469165898774,0.2343680980007359,0.3173205903072843,0.2343680980007359,0.0433350341134386,46.023332834243774,948.4734423160552,2694.705461144448,20177.50260680914
NMME ensemble mean,1993-10,1994-04,6,0.2766742706298828,0.6658498896301892,0.1008933261036872,-1.5439990725741786,0.8626617526376277,0.0541871664170148,0.1373382473623723,0.2907735153572103,0.2415097832856154,0.2907735153572103,0.0539851798072413,187.79118472337723,1124.435445189476,2153.3759682774544,20401.102244913574
NMME ensemble mean,1993-10,1994-05,7,0.2557277679443359,0.6085688427626839,0.1051770821213722,-0.7907602133497955,0.8701360297306383,0.0604766581017449,0.1298639702693617,0.3063248935663085,0.2190524753610403,0.3063248935663085,0.0725189052678572,199.5084747672081,1665.6418491601944,1433.7831990122795,20567.771320164204
NMME ensemble mean,1993-10,1994-06,8,0.2959613800048828,0.6110423875395798,0.0197045970708131,-1.81186982869504,0.9124655547487908,0.0211539231654468,0.0875344452512093,0.1746622729941565,0.3206730142942871,0.1746622729941565,0.0311303334023229,45.14898216724396,585.240306019783,1503.918462395668,21732.39709252119
NMME ensemble mean,1993-10,1994-07,9,0.1916446685791015,0.5367508584871314,-0.1240929663181305,-0.93616010505704,0.8749885566985167,0.0159134920955653,0.1250114433014833,0.2487279087076397,0.3868436296170375,0.2487279087076397,0.0645666869051619,48.24745911359787,1579.6613041758535,1403.949915111065,20834.84616470337
NMME ensemble mean,1993-11,1993-12,1,0.3327560424804687,0.7245910697146103,0.3610009253025055,-1.4282863612387913,0.8933383272618146,0.1012250135035483,0.1066616727381853,0.3045956912491338,0.184060308382326,0.3045956912491338,0.0439246682107837,286.7066186070442,725.3809352517128,1820.2817260622976,21034.33556318283
NMME ensemble mean,1993-11,1994-01,2,0.3303146362304687,0.6118907223832757,-0.2527011930942535,-2.716127991302374,0.8409647336715099,0.0083978136328752,0.1590352663284901,0.3316261330962978,0.2903483807437629,0.3316261330962978,0.042795960392299,32.145090997219086,946.2692924141884,2849.3784686923027,20038.911991000172
NMME ensemble mean,1993-11,1994-02,3,0.0228004455566406,0.649603403873964,-0.2440427392721176,-3.6050547791312377,0.8323467584652388,0.0083842241685417,0.1676532415347613,0.2789733853047718,0.4183389360996856,0.2789733853047718,0.0364063511892446,33.831703901290894,753.959033370018,3247.371398329735,19831.54270750284
NMME ensemble mean,1993-11,1994-03,4,0.147674560546875,0.6573293590432951,-0.1945783495903015,-3.03224970982624,0.8252623212707768,0.0137637665819602,0.1747376787292232,0.2399480196588328,0.3452651611218382,0.2399480196588328,0.0433350341134386,58.20165967941284,936.2951154708862,3234.117487728596,19638.09058022499
NMME ensemble mean,1993-11,1994-04,5,0.2766742706298828,0.6911928459925839,0.0972229465842247,-1.913905866343803,0.8426922678640544,0.0554675288158472,0.1573077321359456,0.2924231717877318,0.2540603217904473,0.2924231717877318,0.0539851798072413,220.47759211063385,1091.7490378022194,2662.668174624443,19891.81003856659
NMME ensemble mean,1993-11,1994-05,6,0.2557277679443359,0.5905202178197233,0.1014132276177406,-0.9938720013457096,0.8554065852181775,0.064660047439489,0.1445934147818225,0.3117794747514219,0.204485154581765,0.3117794747514219,0.0725189052678572,238.5654293894768,1626.5848945379255,1824.383458316326,20177.17106086016
