Event,Target_month,Lead,Initialization_month,Model,Path,Expected_S,Actual_S,Available_L_count,Usable,Reason
2023/24,2024-02,3,2023-11,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202311.nc,766,766.0,12,True,usable
2023/24,2024-02,3,2023-11,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202311.nc,766,766.0,9,True,usable
2023/24,2024-02,3,2023-11,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202311.nc,766,731.0,12,False,start_month_mismatch
2023/24,2024-02,3,2023-11,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202311.nc,766,766.0,10,True,usable
2023/24,2024-02,4,2023-10,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202310.nc,765,765.0,12,True,usable
2023/24,2024-02,4,2023-10,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202310.nc,765,765.0,9,True,usable
2023/24,2024-02,4,2023-10,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202310.nc,765,731.0,12,False,start_month_mismatch
2023/24,2024-02,4,2023-10,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202310.nc,765,765.0,10,True,usable
2023/24,2024-02,5,2023-09,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202309.nc,764,764.0,12,True,usable
2023/24,2024-02,5,2023-09,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202309.nc,764,764.0,9,True,usable
2023/24,2024-02,5,2023-09,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202309.nc,764,731.0,12,False,start_month_mismatch
2023/24,2024-02,5,2023-09,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202309.nc,764,764.0,10,True,usable
2023/24,2024-02,6,2023-08,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202308.nc,763,763.0,12,True,usable
2023/24,2024-02,6,2023-08,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202308.nc,763,763.0,9,True,usable
2023/24,2024-02,6,2023-08,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202308.nc,763,731.0,12,False,start_month_mismatch
2023/24,2024-02,6,2023-08,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202308.nc,763,763.0,10,True,usable
2023/24,2024-02,7,2023-07,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202307.nc,762,762.0,12,True,usable
2023/24,2024-02,7,2023-07,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202307.nc,762,762.0,9,True,usable
2023/24,2024-02,7,2023-07,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202307.nc,762,731.0,12,False,start_month_mismatch
2023/24,2024-02,7,2023-07,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202307.nc,762,762.0,10,True,usable
2023/24,2024-02,8,2023-06,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202306.nc,761,761.0,12,True,usable
2023/24,2024-02,8,2023-06,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202306.nc,761,761.0,9,True,usable
2023/24,2024-02,8,2023-06,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202306.nc,761,731.0,12,False,start_month_mismatch
2023/24,2024-02,8,2023-06,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202306.nc,761,761.0,10,True,usable
2023/24,2024-02,9,2023-05,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202305.nc,760,760.0,12,True,usable
2023/24,2024-02,9,2023-05,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202305.nc,760,760.0,9,False,lead_unavailable
2023/24,2024-02,9,2023-05,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202305.nc,760,731.0,12,False,start_month_mismatch
2023/24,2024-02,9,2023-05,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202305.nc,760,760.0,10,True,usable
